,establishment,type,month,value
2866,Ramkola,Addition,March,168.0
2867,Ramkola,Addition,April,169.0
2868,Ramkola,Addition,May,154.0
2869,Ramkola,Deletion,March,6.0
2870,Ramkola,Deletion,April,23.0
2871,Ramkola,Deletion,May,6.0
2872,Ramkola,Modification,March,129.0
2873,Ramkola,Modification,April,103.0
2874,Ramkola,Modification,May,148.0
2875,Rampur,Addition,March,351.0
2876,Rampur,Addition,April,225.0
2877,Rampur,Addition,May,287.0
2878,Rampur,Deletion,March,35.0
2879,Rampur,Deletion,April,38.0
2880,Rampur,Deletion,May,27.0
2881,Rampur,Modification,March,223.0
2882,Rampur,Modification,April,259.0
2883,Rampur,Modification,May,288.0
2884,Rampur Karkhana,Addition,March,291.0
2885,Rampur Karkhana,Addition,April,363.0
2886,Rampur Karkhana,Addition,May,219.0
2887,Rampur Karkhana,Deletion,March,20.0
2888,Rampur Karkhana,Deletion,April,192.0
2889,Rampur Karkhana,Deletion,May,18.0
2890,Rampur Karkhana,Modification,March,180.0
2891,Rampur Karkhana,Modification,April,238.0
2892,Rampur Karkhana,Modification,May,166.0
2893,Rampur Khas,Addition,March,167.0
2894,Rampur Khas,Addition,April,158.0
2895,Rampur Khas,Addition,May,145.0
2896,Rampur Khas,Deletion,March,34.0
2897,Rampur Khas,Deletion,April,68.0
2898,Rampur Khas,Deletion,May,20.0
2899,Rampur Khas,Modification,March,166.0
2900,Rampur Khas,Modification,April,114.0
2901,Rampur Khas,Modification,May,106.0
2902,Rampur Maniharan,Addition,March,174.0
2903,Rampur Maniharan,Addition,April,135.0
2904,Rampur Maniharan,Addition,May,222.0
2905,Rampur Maniharan,Deletion,March,10.0
2906,Rampur Maniharan,Deletion,April,62.0
2907,Rampur Maniharan,Deletion,May,22.0
2908,Rampur Maniharan,Modification,March,207.0
2909,Rampur Maniharan,Modification,April,225.0
2910,Rampur Maniharan,Modification,May,237.0
2911,Raniganj,Addition,March,474.0
2912,Raniganj,Addition,April,339.0
2913,Raniganj,Addition,May,305.0
2914,Raniganj,Deletion,March,58.0
2915,Raniganj,Deletion,April,39.0
2916,Raniganj,Deletion,May,24.0
2917,Raniganj,Modification,March,199.0
2918,Raniganj,Modification,April,227.0
2919,Raniganj,Modification,May,198.0
2920,Rasara,Addition,March,306.0
2921,Rasara,Addition,April,155.0
2922,Rasara,Addition,May,180.0
2923,Rasara,Deletion,March,26.0
2924,Rasara,Deletion,April,32.0
2925,Rasara,Deletion,May,19.0
2926,Rasara,Modification,March,209.0
2927,Rasara,Modification,April,140.0
2928,Rasara,Modification,May,121.0
2929,Rasulabad,Addition,March,379.0
2930,Rasulabad,Addition,April,96.0
2931,Rasulabad,Addition,May,72.0
2932,Rasulabad,Deletion,March,89.0
2933,Rasulabad,Deletion,April,22.0
2934,Rasulabad,Deletion,May,4.0
2935,Rasulabad,Modification,March,226.0
2936,Rasulabad,Modification,April,74.0
2937,Rasulabad,Modification,May,85.0
2938,Rath,Addition,March,117.0
2939,Rath,Addition,April,148.0
2940,Rath,Addition,May,231.0
2941,Rath,Deletion,March,26.0
2942,Rath,Deletion,April,47.0
2943,Rath,Deletion,May,76.0
2944,Rath,Modification,March,80.0
2945,Rath,Modification,April,112.0
2946,Rath,Modification,May,108.0
2947,Robertsganj,Addition,March,335.0
2948,Robertsganj,Addition,April,348.0
2949,Robertsganj,Addition,May,251.0
2950,Robertsganj,Deletion,March,9.0
2951,Robertsganj,Deletion,April,26.0
2952,Robertsganj,Deletion,May,53.0
2953,Robertsganj,Modification,March,177.0
2954,Robertsganj,Modification,April,145.0
2955,Robertsganj,Modification,May,103.0
2956,Rohaniya,Addition,March,609.0
2957,Rohaniya,Addition,April,571.0
2958,Rohaniya,Addition,May,522.0
2959,Rohaniya,Deletion,March,29.0
2960,Rohaniya,Deletion,April,67.0
2961,Rohaniya,Deletion,May,21.0
2962,Rohaniya,Modification,March,207.0
2963,Rohaniya,Modification,April,216.0
2964,Rohaniya,Modification,May,197.0
2965,Rudauli,Addition,March,92.0
2966,Rudauli,Addition,April,120.0
2967,Rudauli,Addition,May,66.0
2968,Rudauli,Deletion,March,10.0
2969,Rudauli,Deletion,April,11.0
2970,Rudauli,Deletion,May,9.0
2971,Rudauli,Modification,March,93.0
2972,Rudauli,Modification,April,62.0
2973,Rudauli,Modification,May,75.0
2974,Rudhauli,Addition,March,188.0
2975,Rudhauli,Addition,April,128.0
2976,Rudhauli,Addition,May,112.0
2977,Rudhauli,Deletion,March,42.0
2978,Rudhauli,Deletion,April,36.0
2979,Rudhauli,Deletion,May,18.0
2980,Rudhauli,Modification,March,166.0
2981,Rudhauli,Modification,April,199.0
2982,Rudhauli,Modification,May,175.0
2983,Rudrapur,Addition,March,304.0
2984,Rudrapur,Addition,April,303.0
2985,Rudrapur,Addition,May,260.0
2986,Rudrapur,Deletion,March,17.0
2987,Rudrapur,Deletion,April,196.0
2988,Rudrapur,Deletion,May,11.0
2989,Rudrapur,Modification,March,152.0
2990,Rudrapur,Modification,April,337.0
2991,Rudrapur,Modification,May,121.0
2992,Sadabad,Addition,March,154.0
2993,Sadabad,Addition,April,108.0
2994,Sadabad,Addition,May,200.0
2995,Sadabad,Deletion,March,15.0
2996,Sadabad,Deletion,April,35.0
2997,Sadabad,Deletion,May,8.0
2998,Sadabad,Modification,March,116.0
2999,Sadabad,Modification,April,129.0
3000,Sadabad,Modification,May,129.0
3001,Sadar,Addition,March,376.0
3002,Sadar,Addition,April,247.0
3003,Sadar,Addition,May,258.0
3004,Sadar,Deletion,March,40.0
3005,Sadar,Deletion,April,31.0
3006,Sadar,Deletion,May,11.0
3007,Sadar,Modification,March,189.0
3008,Sadar,Modification,April,135.0
3009,Sadar,Modification,May,133.0
3010,Safipur,Addition,March,68.0
3011,Safipur,Addition,April,39.0
3012,Safipur,Addition,May,136.0
3013,Safipur,Deletion,March,43.0
3014,Safipur,Deletion,April,40.0
3015,Safipur,Deletion,May,55.0
3016,Safipur,Modification,March,69.0
3017,Safipur,Modification,April,43.0
3018,Safipur,Modification,May,109.0
3019,Sagri,Addition,March,258.0
3020,Sagri,Addition,April,175.0
3021,Sagri,Addition,May,192.0
3022,Sagri,Deletion,March,54.0
3023,Sagri,Deletion,April,30.0
3024,Sagri,Deletion,May,10.0
3025,Sagri,Modification,March,201.0
3026,Sagri,Modification,April,216.0
3027,Sagri,Modification,May,152.0
3028,Sahajanwa,Addition,March,154.0
3029,Sahajanwa,Addition,April,263.0
3030,Sahajanwa,Addition,May,121.0
3031,Sahajanwa,Deletion,March,10.0
3032,Sahajanwa,Deletion,April,28.0
3033,Sahajanwa,Deletion,May,5.0
3034,Sahajanwa,Modification,March,241.0
3035,Sahajanwa,Modification,April,211.0
3036,Sahajanwa,Modification,May,165.0
3037,Saharanpur,Addition,March,515.0
3038,Saharanpur,Addition,April,396.0
3039,Saharanpur,Addition,May,388.0
3040,Saharanpur,Deletion,March,28.0
3041,Saharanpur,Deletion,April,49.0
3042,Saharanpur,Deletion,May,16.0
3043,Saharanpur,Modification,March,252.0
3044,Saharanpur,Modification,April,281.0
3045,Saharanpur,Modification,May,271.0
3046,Saharanpur Nagar,Addition,March,783.0
3047,Saharanpur Nagar,Addition,April,396.0
3048,Saharanpur Nagar,Addition,May,491.0
3049,Saharanpur Nagar,Deletion,March,58.0
3050,Saharanpur Nagar,Deletion,April,116.0
3051,Saharanpur Nagar,Deletion,May,60.0
3052,Saharanpur Nagar,Modification,March,233.0
3053,Saharanpur Nagar,Modification,April,291.0
3054,Saharanpur Nagar,Modification,May,299.0
3055,Sahaswan,Addition,March,429.0
3056,Sahaswan,Addition,April,406.0
3057,Sahaswan,Addition,May,324.0
3058,Sahaswan,Deletion,March,37.0
3059,Sahaswan,Deletion,April,79.0
3060,Sahaswan,Deletion,May,11.0
3061,Sahaswan,Modification,March,134.0
3062,Sahaswan,Modification,April,126.0
3063,Sahaswan,Modification,May,133.0
3064,Sahibabad,Addition,March,1983.0
3065,Sahibabad,Addition,April,1027.0
3066,Sahibabad,Addition,May,993.0
3067,Sahibabad,Deletion,March,536.0
3068,Sahibabad,Deletion,April,1728.0
3069,Sahibabad,Deletion,May,202.0
3070,Sahibabad,Modification,March,1106.0
3071,Sahibabad,Modification,April,552.0
3072,Sahibabad,Modification,May,457.0
3073,Saidpur,Addition,March,53.0
3074,Saidpur,Addition,April,136.0
3075,Saidpur,Addition,May,110.0
3076,Saidpur,Deletion,March,15.0
3077,Saidpur,Deletion,April,32.0
3078,Saidpur,Deletion,May,8.0
3079,Saidpur,Modification,March,163.0
3080,Saidpur,Modification,April,179.0
3081,Saidpur,Modification,May,104.0
3082,Saiyadraja,Addition,March,262.0
3083,Saiyadraja,Addition,April,190.0
3084,Saiyadraja,Addition,May,268.0
3085,Saiyadraja,Deletion,March,15.0
3086,Saiyadraja,Deletion,April,27.0
3087,Saiyadraja,Deletion,May,18.0
3088,Saiyadraja,Modification,March,134.0
3089,Saiyadraja,Modification,April,121.0
3090,Saiyadraja,Modification,May,157.0
3091,Sakaldiha,Addition,March,344.0
3092,Sakaldiha,Addition,April,292.0
3093,Sakaldiha,Addition,May,344.0
3094,Sakaldiha,Deletion,March,14.0
3095,Sakaldiha,Deletion,April,12.0
3096,Sakaldiha,Deletion,May,6.0
3097,Sakaldiha,Modification,March,170.0
3098,Sakaldiha,Modification,April,146.0
3099,Sakaldiha,Modification,May,165.0
3100,Salempur,Addition,March,327.0
3101,Salempur,Addition,April,236.0
3102,Salempur,Addition,May,238.0
3103,Salempur,Deletion,March,181.0
3104,Salempur,Deletion,April,136.0
3105,Salempur,Deletion,May,35.0
3106,Salempur,Modification,March,276.0
3107,Salempur,Modification,April,203.0
3108,Salempur,Modification,May,166.0
3109,Salon,Addition,March,159.0
3110,Salon,Addition,April,149.0
3111,Salon,Addition,May,111.0
3112,Salon,Deletion,March,18.0
3113,Salon,Deletion,April,18.0
3114,Salon,Deletion,May,9.0
3115,Salon,Modification,March,91.0
3116,Salon,Modification,April,86.0
3117,Salon,Modification,May,85.0
3118,Sambhal,Addition,March,58.0
3119,Sambhal,Addition,April,33.0
3120,Sambhal,Addition,May,49.0
3121,Sambhal,Deletion,March,61.0
3122,Sambhal,Deletion,April,37.0
3123,Sambhal,Deletion,May,43.0
3124,Sambhal,Modification,March,58.0
3125,Sambhal,Modification,April,19.0
3126,Sambhal,Modification,May,23.0
3127,Sandi,Addition,March,15.0
3128,Sandi,Addition,April,23.0
3129,Sandi,Addition,May,44.0
3130,Sandi,Deletion,March,3.0
3131,Sandi,Deletion,April,9.0
3132,Sandi,Deletion,May,14.0
3133,Sandi,Modification,March,20.0
3134,Sandi,Modification,April,39.0
3135,Sandi,Modification,May,38.0
3136,Sandila,Addition,March,131.0
3137,Sandila,Addition,April,68.0
3138,Sandila,Addition,May,59.0
3139,Sandila,Deletion,March,11.0
3140,Sandila,Deletion,April,10.0
3141,Sandila,Deletion,May,2.0
3142,Sandila,Modification,March,87.0
3143,Sandila,Modification,April,59.0
3144,Sandila,Modification,May,46.0
3145,Sardhana,Addition,March,125.0
3146,Sardhana,Addition,April,265.0
3147,Sardhana,Addition,May,232.0
3148,Sardhana,Deletion,March,18.0
3149,Sardhana,Deletion,April,53.0
3150,Sardhana,Deletion,May,13.0
3151,Sardhana,Modification,March,81.0
3152,Sardhana,Modification,April,166.0
3153,Sardhana,Modification,May,117.0
3154,Sareni,Addition,March,146.0
3155,Sareni,Addition,April,74.0
3156,Sareni,Addition,May,81.0
3157,Sareni,Deletion,March,12.0
3158,Sareni,Deletion,April,19.0
3159,Sareni,Deletion,May,5.0
3160,Sareni,Modification,March,110.0
3161,Sareni,Modification,April,109.0
3162,Sareni,Modification,May,73.0
3163,Sarojini Nagar,Addition,March,559.0
3164,Sarojini Nagar,Addition,April,512.0
3165,Sarojini Nagar,Addition,May,504.0
3166,Sarojini Nagar,Deletion,March,94.0
3167,Sarojini Nagar,Deletion,April,110.0
3168,Sarojini Nagar,Deletion,May,45.0
3169,Sarojini Nagar,Modification,March,233.0
3170,Sarojini Nagar,Modification,April,263.0
3171,Sarojini Nagar,Modification,May,243.0
3172,Sawaijpur,Addition,March,42.0
3173,Sawaijpur,Addition,April,71.0
3174,Sawaijpur,Addition,May,37.0
3175,Sawaijpur,Deletion,March,14.0
3176,Sawaijpur,Deletion,April,22.0
3177,Sawaijpur,Deletion,May,7.0
3178,Sawaijpur,Modification,March,43.0
3179,Sawaijpur,Modification,April,65.0
3180,Sawaijpur,Modification,May,36.0
3181,Sevapuri,Addition,March,219.0
3182,Sevapuri,Addition,April,131.0
3183,Sevapuri,Addition,May,173.0
3184,Sevapuri,Deletion,March,13.0
3185,Sevapuri,Deletion,April,22.0
3186,Sevapuri,Deletion,May,23.0
3187,Sevapuri,Modification,March,154.0
3188,Sevapuri,Modification,April,111.0
3189,Sevapuri,Modification,May,105.0
3190,Sevata,Addition,March,502.0
3191,Sevata,Addition,April,404.0
3192,Sevata,Addition,May,303.0
3193,Sevata,Deletion,March,7.0
3194,Sevata,Deletion,April,23.0
3195,Sevata,Deletion,May,12.0
3196,Sevata,Modification,March,156.0
3197,Sevata,Modification,April,144.0
3198,Sevata,Modification,May,111.0
3199,Shahabad,Addition,March,79.0
3200,Shahabad,Addition,April,140.0
3201,Shahabad,Addition,May,105.0
3202,Shahabad,Deletion,March,11.0
3203,Shahabad,Deletion,April,47.0
3204,Shahabad,Deletion,May,11.0
3205,Shahabad,Modification,March,92.0
3206,Shahabad,Modification,April,84.0
3207,Shahabad,Modification,May,64.0
3208,Shahganj,Addition,March,517.0
3209,Shahganj,Addition,April,199.0
3210,Shahganj,Addition,May,214.0
3211,Shahganj,Deletion,March,20.0
3212,Shahganj,Deletion,April,39.0
3213,Shahganj,Deletion,May,6.0
3214,Shahganj,Modification,March,347.0
3215,Shahganj,Modification,April,225.0
3216,Shahganj,Modification,May,201.0
3217,Shahjahanpur,Addition,March,395.0
3218,Shahjahanpur,Addition,April,354.0
3219,Shahjahanpur,Addition,May,362.0
3220,Shahjahanpur,Deletion,March,27.0
3221,Shahjahanpur,Deletion,April,63.0
3222,Shahjahanpur,Deletion,May,5.0
3223,Shahjahanpur,Modification,March,155.0
3224,Shahjahanpur,Modification,April,182.0
3225,Shahjahanpur,Modification,May,162.0
3226,Shamli,Addition,March,28.0
3227,Shamli,Addition,April,105.0
3228,Shamli,Addition,May,74.0
3229,Shamli,Deletion,March,17.0
3230,Shamli,Deletion,April,40.0
3231,Shamli,Deletion,May,23.0
3232,Shamli,Modification,March,32.0
3233,Shamli,Modification,April,198.0
3234,Shamli,Modification,May,138.0
3235,Shekhupur,Addition,March,686.0
3236,Shekhupur,Addition,April,427.0
3237,Shekhupur,Addition,May,378.0
3238,Shekhupur,Deletion,March,177.0
3239,Shekhupur,Deletion,April,58.0
3240,Shekhupur,Deletion,May,14.0
3241,Shekhupur,Modification,March,372.0
3242,Shekhupur,Modification,April,210.0
3243,Shekhupur,Modification,May,194.0
3244,Shikarpur,Addition,March,224.0
3245,Shikarpur,Addition,April,164.0
3246,Shikarpur,Addition,May,152.0
3247,Shikarpur,Deletion,March,28.0
3248,Shikarpur,Deletion,April,71.0
3249,Shikarpur,Deletion,May,8.0
3250,Shikarpur,Modification,March,159.0
3251,Shikarpur,Modification,April,134.0
3252,Shikarpur,Modification,May,97.0
3253,Shikohabad,Addition,March,381.0
3254,Shikohabad,Addition,April,241.0
3255,Shikohabad,Addition,May,251.0
3256,Shikohabad,Deletion,March,58.0
3257,Shikohabad,Deletion,April,43.0
3258,Shikohabad,Deletion,May,12.0
3259,Shikohabad,Modification,March,284.0
3260,Shikohabad,Modification,April,107.0
3261,Shikohabad,Modification,May,92.0
3262,Shivpur,Addition,March,708.0
3263,Shivpur,Addition,April,655.0
3264,Shivpur,Addition,May,675.0
3265,Shivpur,Deletion,March,30.0
3266,Shivpur,Deletion,April,47.0
3267,Shivpur,Deletion,May,20.0
3268,Shivpur,Modification,March,287.0
3269,Shivpur,Modification,April,228.0
3270,Shivpur,Modification,May,267.0
3271,Shohratgarh,Addition,March,277.0
3272,Shohratgarh,Addition,April,217.0
3273,Shohratgarh,Addition,May,195.0
3274,Shohratgarh,Deletion,March,10.0
3275,Shohratgarh,Deletion,April,16.0
3276,Shohratgarh,Deletion,May,8.0
3277,Shohratgarh,Modification,March,126.0
3278,Shohratgarh,Modification,April,114.0
3279,Shohratgarh,Modification,May,109.0
3280,Shrawasti,Addition,March,396.0
3281,Shrawasti,Addition,April,387.0
3282,Shrawasti,Addition,May,335.0
3283,Shrawasti,Deletion,March,47.0
3284,Shrawasti,Deletion,April,35.0
3285,Shrawasti,Deletion,May,66.0
3286,Shrawasti,Modification,March,254.0
3287,Shrawasti,Modification,April,238.0
3288,Shrawasti,Modification,May,188.0
3289,Sidhauli,Addition,March,165.0
3290,Sidhauli,Addition,April,154.0
3291,Sidhauli,Addition,May,110.0
3292,Sidhauli,Deletion,March,6.0
3293,Sidhauli,Deletion,April,9.0
3294,Sidhauli,Deletion,May,4.0
3295,Sidhauli,Modification,March,108.0
3296,Sidhauli,Modification,April,90.0
3297,Sidhauli,Modification,May,90.0
3298,Sikanderpur,Addition,March,182.0
3299,Sikanderpur,Addition,April,129.0
3300,Sikanderpur,Addition,May,131.0
3301,Sikanderpur,Deletion,March,25.0
3302,Sikanderpur,Deletion,April,56.0
3303,Sikanderpur,Deletion,May,7.0
3304,Sikanderpur,Modification,March,131.0
3305,Sikanderpur,Modification,April,116.0
3306,Sikanderpur,Modification,May,97.0
3307,Sikandra,Addition,March,91.0
3308,Sikandra,Addition,April,49.0
3309,Sikandra,Addition,May,53.0
3310,Sikandra,Deletion,March,53.0
3311,Sikandra,Deletion,April,17.0
3312,Sikandra,Deletion,May,9.0
3313,Sikandra,Modification,March,104.0
3314,Sikandra,Modification,April,42.0
3315,Sikandra,Modification,May,56.0
3316,Sikandra Rao,Addition,March,201.0
3317,Sikandra Rao,Addition,April,211.0
3318,Sikandra Rao,Addition,May,242.0
3319,Sikandra Rao,Deletion,March,25.0
3320,Sikandra Rao,Deletion,April,79.0
3321,Sikandra Rao,Deletion,May,40.0
3322,Sikandra Rao,Modification,March,153.0
3323,Sikandra Rao,Modification,April,133.0
3324,Sikandra Rao,Modification,May,158.0
3325,Sikandrabad,Addition,March,626.0
3326,Sikandrabad,Addition,April,232.0
3327,Sikandrabad,Addition,May,308.0
3328,Sikandrabad,Deletion,March,511.0
3329,Sikandrabad,Deletion,April,511.0
3330,Sikandrabad,Deletion,May,511.0
3331,Sikandrabad,Modification,March,511.0
3332,Sikandrabad,Modification,April,195.0
3333,Sikandrabad,Modification,May,679.0
3334,Sirathu,Addition,March,205.0
3335,Sirathu,Addition,April,183.0
3336,Sirathu,Addition,May,160.0
3337,Sirathu,Deletion,March,9.0
3338,Sirathu,Deletion,April,16.0
3339,Sirathu,Deletion,May,6.0
3340,Sirathu,Modification,March,85.0
3341,Sirathu,Modification,April,109.0
3342,Sirathu,Modification,May,106.0
3343,Sirsaganj,Addition,March,177.0
3344,Sirsaganj,Addition,April,111.0
3345,Sirsaganj,Addition,May,96.0
3346,Sirsaganj,Deletion,March,14.0
3347,Sirsaganj,Deletion,April,26.0
3348,Sirsaganj,Deletion,May,7.0
3349,Sirsaganj,Modification,March,86.0
3350,Sirsaganj,Modification,April,81.0
3351,Sirsaganj,Modification,May,79.0
3352,Sishamau,Addition,March,143.0
3353,Sishamau,Addition,April,81.0
3354,Sishamau,Addition,May,112.0
3355,Sishamau,Deletion,March,26.0
3356,Sishamau,Deletion,April,89.0
3357,Sishamau,Deletion,May,17.0
3358,Sishamau,Modification,March,131.0
3359,Sishamau,Modification,April,108.0
3360,Sishamau,Modification,May,154.0
3361,Siswa,Addition,March,267.0
3362,Siswa,Addition,April,261.0
3363,Siswa,Addition,May,207.0
3364,Siswa,Deletion,March,42.0
3365,Siswa,Deletion,April,39.0
3366,Siswa,Deletion,May,17.0
3367,Siswa,Modification,March,203.0
3368,Siswa,Modification,April,234.0
3369,Siswa,Modification,May,179.0
3370,Sitapur,Addition,March,323.0
3371,Sitapur,Addition,April,417.0
3372,Sitapur,Addition,May,290.0
3373,Sitapur,Deletion,March,52.0
3374,Sitapur,Deletion,April,26.0
3375,Sitapur,Deletion,May,9.0
3376,Sitapur,Modification,March,121.0
3377,Sitapur,Modification,April,152.0
3378,Sitapur,Modification,May,134.0
3379,Siwalkhas,Addition,March,202.0
3380,Siwalkhas,Addition,April,292.0
3381,Siwalkhas,Addition,May,252.0
3382,Siwalkhas,Deletion,March,8.0
3383,Siwalkhas,Deletion,April,46.0
3384,Siwalkhas,Deletion,May,15.0
3385,Siwalkhas,Modification,March,132.0
3386,Siwalkhas,Modification,April,187.0
3387,Siwalkhas,Modification,May,114.0
3388,Soraon,Addition,March,68.0
3389,Soraon,Addition,April,79.0
3390,Soraon,Addition,May,94.0
3391,Soraon,Deletion,March,13.0
3392,Soraon,Deletion,April,21.0
3393,Soraon,Deletion,May,14.0
3394,Soraon,Modification,March,27.0
3395,Soraon,Modification,April,42.0
3396,Soraon,Modification,May,35.0
3397,Sri Nagar,Addition,March,175.0
3398,Sri Nagar,Addition,April,100.0
3399,Sri Nagar,Addition,May,104.0
3400,Sri Nagar,Deletion,March,7.0
3401,Sri Nagar,Deletion,April,74.0
3402,Sri Nagar,Deletion,May,53.0
3403,Sri Nagar,Modification,March,62.0
3404,Sri Nagar,Modification,April,53.0
3405,Sri Nagar,Modification,May,102.0
3406,Suar,Addition,March,277.0
3407,Suar,Addition,April,116.0
3408,Suar,Addition,May,147.0
3409,Suar,Deletion,March,16.0
3410,Suar,Deletion,April,17.0
3411,Suar,Deletion,May,8.0
3412,Suar,Modification,March,122.0
3413,Suar,Modification,April,167.0
3414,Suar,Modification,May,155.0
3415,Sultanpur,Addition,March,256.0
3416,Sultanpur,Addition,April,226.0
3417,Sultanpur,Addition,May,249.0
3418,Sultanpur,Deletion,March,21.0
3419,Sultanpur,Deletion,April,37.0
3420,Sultanpur,Deletion,May,17.0
3421,Sultanpur,Modification,March,148.0
3422,Sultanpur,Modification,April,183.0
3423,Sultanpur,Modification,May,143.0
3424,Tamkuhi Raj,Addition,March,313.0
3425,Tamkuhi Raj,Addition,April,344.0
3426,Tamkuhi Raj,Addition,May,326.0
3427,Tamkuhi Raj,Deletion,March,10.0
3428,Tamkuhi Raj,Deletion,April,51.0
3429,Tamkuhi Raj,Deletion,May,8.0
3430,Tamkuhi Raj,Modification,March,220.0
3431,Tamkuhi Raj,Modification,April,243.0
3432,Tamkuhi Raj,Modification,May,265.0
3433,Tanda,Addition,March,389.0
3434,Tanda,Addition,April,401.0
3435,Tanda,Addition,May,283.0
3436,Tanda,Deletion,March,62.0
3437,Tanda,Deletion,April,141.0
3438,Tanda,Deletion,May,56.0
3439,Tanda,Modification,March,240.0
3440,Tanda,Modification,April,263.0
3441,Tanda,Modification,May,200.0
3442,Tarabganj,Addition,March,493.0
3443,Tarabganj,Addition,April,341.0
3444,Tarabganj,Addition,May,259.0
3445,Tarabganj,Deletion,March,94.0
3446,Tarabganj,Deletion,April,170.0
3447,Tarabganj,Deletion,May,11.0
3448,Tarabganj,Modification,March,387.0
3449,Tarabganj,Modification,April,185.0
3450,Tarabganj,Modification,May,122.0
3451,Thakurdwara,Addition,March,153.0
3452,Thakurdwara,Addition,April,94.0
3453,Thakurdwara,Addition,May,107.0
3454,Thakurdwara,Deletion,March,30.0
3455,Thakurdwara,Deletion,April,45.0
3456,Thakurdwara,Deletion,May,21.0
3457,Thakurdwara,Modification,March,213.0
3458,Thakurdwara,Modification,April,183.0
3459,Thakurdwara,Modification,May,157.0
3460,Thana Bhawan,Addition,March,206.0
3461,Thana Bhawan,Addition,April,242.0
3462,Thana Bhawan,Addition,May,287.0
3463,Thana Bhawan,Deletion,March,31.0
3464,Thana Bhawan,Deletion,April,69.0
3465,Thana Bhawan,Deletion,May,18.0
3466,Thana Bhawan,Modification,March,192.0
3467,Thana Bhawan,Modification,April,190.0
3468,Thana Bhawan,Modification,May,196.0
3469,Tilhar,Addition,March,198.0
3470,Tilhar,Addition,April,201.0
3471,Tilhar,Addition,May,195.0
3472,Tilhar,Deletion,March,49.0
3473,Tilhar,Deletion,April,34.0
3474,Tilhar,Deletion,May,3.0
3475,Tilhar,Modification,March,86.0
3476,Tilhar,Modification,April,84.0
3477,Tilhar,Modification,May,71.0
3478,Tiloi,Addition,March,311.0
3479,Tiloi,Addition,April,122.0
3480,Tiloi,Addition,May,144.0
3481,Tiloi,Deletion,March,32.0
3482,Tiloi,Deletion,April,45.0
3483,Tiloi,Deletion,May,14.0
3484,Tiloi,Modification,March,154.0
3485,Tiloi,Modification,April,81.0
3486,Tiloi,Modification,May,102.0
3487,Tindwari,Addition,March,111.0
3488,Tindwari,Addition,April,179.0
3489,Tindwari,Addition,May,167.0
3490,Tindwari,Deletion,March,17.0
3491,Tindwari,Deletion,April,42.0
3492,Tindwari,Deletion,May,7.0
3493,Tindwari,Modification,March,137.0
3494,Tindwari,Modification,April,138.0
3495,Tindwari,Modification,May,95.0
3496,Tirwa,Addition,March,428.0
3497,Tirwa,Addition,April,176.0
3498,Tirwa,Addition,May,177.0
3499,Tirwa,Deletion,March,90.0
3500,Tirwa,Deletion,April,34.0
3501,Tirwa,Deletion,May,9.0
3502,Tirwa,Modification,March,93.0
3503,Tirwa,Modification,April,95.0
3504,Tirwa,Modification,May,72.0
3505,Tulsipur,Addition,March,200.0
3506,Tulsipur,Addition,April,163.0
3507,Tulsipur,Addition,May,194.0
3508,Tulsipur,Deletion,March,9.0
3509,Tulsipur,Deletion,April,10.0
3510,Tulsipur,Deletion,May,3.0
3511,Tulsipur,Modification,March,99.0
3512,Tulsipur,Modification,April,98.0
3513,Tulsipur,Modification,May,83.0
3514,Tundla,Addition,March,237.0
3515,Tundla,Addition,April,208.0
3516,Tundla,Addition,May,247.0
3517,Tundla,Deletion,March,18.0
3518,Tundla,Deletion,April,25.0
3519,Tundla,Deletion,May,19.0
3520,Tundla,Modification,March,149.0
3521,Tundla,Modification,April,126.0
3522,Tundla,Modification,May,126.0
3523,Unchahar,Addition,March,68.0
3524,Unchahar,Addition,April,34.0
3525,Unchahar,Addition,May,42.0
3526,Unchahar,Deletion,March,2.0
3527,Unchahar,Deletion,April,21.0
3528,Unchahar,Deletion,May,8.0
3529,Unchahar,Modification,March,33.0
3530,Unchahar,Modification,April,56.0
3531,Unchahar,Modification,May,48.0
3532,Unnao,Addition,March,446.0
3533,Unnao,Addition,April,442.0
3534,Unnao,Addition,May,503.0
3535,Unnao,Deletion,March,13.0
3536,Unnao,Deletion,April,29.0
3537,Unnao,Deletion,May,11.0
3538,Unnao,Modification,March,164.0
3539,Unnao,Modification,April,147.0
3540,Unnao,Modification,May,161.0
3541,Utraula,Addition,March,186.0
3542,Utraula,Addition,April,211.0
3543,Utraula,Addition,May,165.0
3544,Utraula,Deletion,March,9.0
3545,Utraula,Deletion,April,54.0
3546,Utraula,Deletion,May,20.0
3547,Utraula,Modification,March,137.0
3548,Utraula,Modification,April,159.0
3549,Utraula,Modification,May,151.0
3550,Varanasi Cantt,Addition,March,653.0
3551,Varanasi Cantt,Addition,April,732.0
3552,Varanasi Cantt,Addition,May,1098.0
3553,Varanasi Cantt,Deletion,March,33.0
3554,Varanasi Cantt,Deletion,April,142.0
3555,Varanasi Cantt,Deletion,May,22.0
3556,Varanasi Cantt,Modification,March,223.0
3557,Varanasi Cantt,Modification,April,310.0
3558,Varanasi Cantt,Modification,May,492.0
3559,Varanasi North,Addition,March,627.0
3560,Varanasi North,Addition,April,593.0
3561,Varanasi North,Addition,May,730.0
3562,Varanasi North,Deletion,March,37.0
3563,Varanasi North,Deletion,April,59.0
